ID,URL,Location,Company,Employment Type,Years of Exp,Education Level,Data
236901,https://www.ergodotisi.com/en/JobDetails/236901/ACE-Networks,"Nicosia, Limassol",ACE Networks,Full Time,18,,"  Network Engineer    Limassol, Nicosia CY    Computer Science Computer Science   ACE Networks   AceNetworks is seeking to recruit a Network Engineer for Nicosia offices.   1/23/2024 12:00:00 AM 2/23/2024 12:00:00 AM     Network Engineer new REF. NUM: 236901     Limassol, Nicosia  posted 11 days ago     ACE Networks  expires in 20 days    168            CATEGORY: Computer Science  PUBLISHED BY: Private Company (LTD)   EMPLOYMENT TYPE: Fulltime INDUSTRY: Computer Science        Who we Are?  AceNetworks is an Information Telephony Computing (ITC) Development and IT Consulting company with more than 18 years of experience in the market. We have been providing outsource IT services and Voice over IP (VoIP) telephone since 2005. Our clientele consists of many international corporations in different areas, and we are involved in projects that demand leading edge information technology skills. About the position. On behalf of our client, an international company in Hospitality & Gaming Industry located in Limassol, we are seeking to recruit highly capable and experienced candidate for the position Network Engineer to join their expanding team.   Our dream candidate must be enthusiastic about Technology and a very good team player. If that describes you then please keep on reading. Primary Responsibilities: Provide daily monitoring, analysis, and administration of network operations.Provides guidance and advisory to technical support in the installation and maintenance of networks.Install and build network infrastructure for multiple properties.Evaluate hardware and software solutions for suitable network implementation.Plans and configures monitoring tools to ensure service level are met.Troubleshoot and resolve networking problems.Provides technical and operation support as well as conduct training to end users.Maintains inventory listing of LAN/WAN deployment. Qualifications Requirements: Degree Computer Science or any related field.3+ years of relevant IT network experience.Preferred CCNA/CCNP certificates.Excellent knowledge and experience in computer/network security, network security software, IP addressing schemes, penetration testing.Experience with routing and switching technologies.Experience on VLAN, Firewall, EIGRP, OSPF, BGP, VPN, port security, IPS and High availability setup.Experience in structure cabling system with CAT and fibre cables.Fluency in English and Greek.Excellent troubleshooting skills and fast technology learner.Ability to work under pressure. Company offers:  An attractive remuneration package according to qualifications and experience.Excellent opportunities for career development and advancement.An array of paid trainings will be offered. All CVs will be handled with the utmost confidentiality.  To apply please send us your CV to vacancies@acenetworks.eu Only applicants whose previous experience and qualifications closely match the requirements of the position will be contacted.  "
234290,https://www.ergodotisi.com/en/JobDetails/234290/EBAS-LTD,Nicosia,EBAS LTD,Full Time,not given,BA,"  Engineer    Nicosia CY    Engineering Computer Science, Mechanical Engineers, Electrical Engineers   EBAS LTD   EBAS Ltd seeks to recruit an Engineer.   1/4/2024 12:00:00 AM 2/4/2024 12:00:00 AM     Engineer new REF. NUM: 234290     Nicosia  posted 30 days ago     EBAS LTD  expires tomorrow    422            CATEGORY: Computer Science, Mechanical Engineers, Electrical Engineers  PUBLISHED BY: Private Company (LTD)   EMPLOYMENT TYPE: Fulltime INDUSTRY: Engineering        Who we are EBAS Ltd belongs to an AC group of companies based in Nicosia. The group deals with fields related to Electrical-Mechanical Contracting and Information Technology Systems. Job Description We are looking for an Engineer to work on a full-time basis in Automation Systems and/or Intelligent Transport System. The selected candidate will be trained to manage projects related to Building Automation Systems (BMS) and/or project-related telematics systems. Academic Qualifications Vocational School Certificate or Associate’s degree in Computer or Mechanical or Electronics Engineering. Minimum QualificationsBasic knowledge of Computer Science.Be a team player and integrate easily with the rest of the team.Problem-solving skills.Ability to work under pressure efficiently.Strong communication skills.Good knowledge of reading and writing English.Valid driving license.Qualifications to be considered as an advantage Good knowledge of HVAC systems.Good knowledge of panels/electronics systems experience.Knowledge of Information Technology Systems.Knowledge of software programming. Benefits Career development, initiative, creativity, pleasant working environment. Location:  Nicosia, Cyprus Applications: Please send your resume to email: careers@ebas.com.cy Contact phone number: 22755722  "
235088,https://www.ergodotisi.com/en/JobDetails/235088/Rimes-Technologies-Ltd,Nicosia,Rimes Technologies Ltd,Full Time,3,,"  Software Engineer (Hybrid Work)     Nicosia CY    FinTech Computer Science, Work from home   Rimes Technologies Ltd   We are seeking to hie a Software Engineer (Hybrid Work).   1/10/2024 12:00:00 AM 2/10/2024 12:00:00 AM     Software Engineer (Hybrid Work)  new REF. NUM: 235088     Nicosia  posted 24 days ago     Rimes Technologies Ltd  expires in 7 days    306            CATEGORY: Computer Science, Work from home  PUBLISHED BY: Private Company (LTD)   EMPLOYMENT TYPE: Fulltime INDUSTRY: FinTech        Rimes provides transformative data management, ESG and investment intelligence solutions to the global investment community. Driven by our passion for solving the most complex data problems, we partner with our clients to help them make better investment decisions using accurate information and industry-leading technology.  Headquartered in New York and London, Rimes serves its global clients through offices in Europe, Americas and Asia Pacific.We are currently in the midst of an exciting growth phase, as Rimes extends into new markets and geographies. To support this, we are hiring for roles across Sales, Product, Development, Marketing and other functions. Visit our Careers page to see our complete listings and more information on our competitive benefits package.A Software Engineer - Python with proven experience from a software vendor or SaaS vendor with data heavy products. Able to work towards a common goal as part of a cross functional distributed team and work once given direction. Should have positive attitude towards solving challenges and finding new ways. The person will be motivated by continuous improvement in terms of driving and delivering quality with efficiency. Key Responsibilities:Design, implement and integrate new functionalities to data centric applications built as microservices and data pipelines.Build scalable and robust application in a distributed multi-tenant Hybrid cloud architecture.Participate to the full life cycle of the user stories taking requirements from product management and working with QA engineer and end user to qualify your work.Bring ideas and solutions to complex technical problems during team workshop.Review your team mates code in peer review withing Git.Be part of a cross functional team and therefore pair with devops or QA resource to solve CI/CD or test automations requiring complex developments - or simply help them.Contribute to cross team innovation being part of one of our community of practices.Learn new skills and share your knowledge to other during transversal knowledge transfer sessions.Key Principles & Ways of working:An agile DevOps approach to daily workload.Used to sharing and management of knowledge.Continuous improvement operating model in an agile environment.Challenge and innovate existing processes, tools, culture, and technology.Capable to follow high level directions to implement continuous improvement.Ensure work is delivered consistently to design and build principles and standards.A continual learning culture and initiative to stay present with latest technological trends.Problem-solving and analytical skills and the ability to come up with creative solutions.Relevant Experience and skills:3+ years of experience.Bachelor's degree in computer science, computer engineering or relevant field.Relevant experience in programming data centric applications and pipelines.Able to articulate practical examples of complex problem solved.Strong experience in Python coding and experience with othersJavaScript React development is a plusKnowledge of pandas library and/or Apache Spark.SQL Server coding experience.Exposure to microservices architecture, deployment challenges etc.Experience with working with Python packaged containers.Knowledge, understanding of and(or) experience of:OWAPS 10 prevention.Version control systems e.g. Git/GitHub.Unit testing as an habit.Deployment automation (on-premises & cloud).Awareness or use of principles like: Code reuse, DRY, KISS, YAGNI.JIRA, Confluence, Kanban boards etc.Automated testing and integration as part of CI/CD pipelines.Code linting and static code analysis.Containerisation (Docker & Docker Compose) & Orchestration (Kubernetes) conceptsExperience in developing Cloud application (using relevant Cloud Services ideally Azure).A genuine passion for new ideas and technology excellence as well as passion for automation of Infrastructure. Repeatable patterns, pipelines, and security integrations.Team Technical stackAtlassian JiraAtlassian ConfluenceHybrid cloud architecture: Azure Cloud & On PremiseCI/CD: Jenkins & Azure DevOpsMicroserviceMessage Bus / RabbitMQAzure Kubernetes / DockerMS SQLGit hubAzure Search / ELK / RedisPython / C# / Perl / C / JavaScript ReactAPPLY DIRECTLY HERERimes is committed to promote the values of diversity and inclusion throughout the business. Whether it’s through recruitment, retention, career progression or training and development, we are committed to improving opportunities for people regardless of their background or circumstances.  "
236764,https://www.ergodotisi.com/en/JobDetails/236764/Goldman-Solutions,Nicosia,Goldman Solutions ,Full Time,2,,"  Cyber Security Analyst    Nicosia CY    Computer Science Computer Science   Goldman Solutions    AC Goldman Solutions & Services GSS Ltd is seeking to recruit an experienced Cyber Security Analyst to provide support services to the National Cybersecurity Au   1/23/2024 12:00:00 AM 2/23/2024 12:00:00 AM     Cyber Security Analyst new REF. NUM: 236764     Nicosia  posted 11 days ago     Goldman Solutions   expires in 20 days    142            CATEGORY: Computer Science  PUBLISHED BY: Private Company (LTD)   EMPLOYMENT TYPE: Fulltime INDUSTRY: Computer Science        AC Goldman Solutions & Services GSS Ltd is seeking to recruit an experienced Cyber Security Analyst to provide support services to the National Cybersecurity Authorization Authority.An attractive pay package that will be adjusted according to the candidate’s qualifications and experience.Working hours: 07:00/08:30 – 15:00/16:30Working days: Monday – FridayAcademic-Professional Qualifications:Bachelor's Degree or Masters in the fields of Computer Science / Computer Engineering / Informatics / Cybersecurity / Telecommunications or other related fieldWork Experience:At least 2+ years of experience as a developer or analyst of secure ICT products and/or processes, Cybersecurity Engineer.Good knowledge of ICT security (e.g. cryptography and security by design processes)Good understanding of software and hardware technologies.Have moderate software coding/modelling skills in preferred languages: C, C++, Java, PythonKnowledge of European Schemes and ISO standards are considered a plusSkills:Ability to properly manage his time for proper execution of the tasks assigned to him/herVery good knowledge in terms of computer systems hardwareSelf-motivated, high perseverance and ability to explain complex concepts with simple words.Ability to work independently, creatively and to deadline.Will be able to demonstrate aptitude and a strong potential to learn quicklyVery good knowledge of Greek and EnglishDuties:Performs his/her duties under the guidance of the head of National Cybersecurity Certification Authority (NCCA)To undertake, as part of a team, the security certification (review process) of ICT products, processes and servicesTo conduct site auditing and accreditation/authorization processesTo undertake the development of tools, techniques or procedures improvement to optimise security certifications in compliance with EU Cybersecurity Certification schemes.To provide high-level technical support to vendors (operations department). This may include test planning and logistics, updating test procedures, training, and quality issues.To undertake report writing and reviewing duties.To represent the NCCA in industry forums, produce and deliver technical papers, and assist major partnership opportunities, particularly in the certification field.Candidates interested can send their CVs or clarification questions to info@acgoldman.comCVs may be sent to third-party organizations (company clients) to approve CVs in case the candidate may work on external projects. By sending the CV, candidates are deemed to agree with this condition.  "
235370,https://www.ergodotisi.com/en/JobDetails/235370/epic-ltd,Nicosia,epic ltd,Full Time,3,BSc,"  Information Security Engineer     Nicosia CY    Telecommunication / Internet Computer Science   epic ltd   We are looking for a skillful, talented and security-minded Information Security Engineer to join our epic team in Nicosia!   1/11/2024 12:00:00 AM 2/11/2024 12:00:00 AM     Information Security Engineer  new REF. NUM: 235370     Nicosia  posted 23 days ago     epic ltd  expires in 8 days    233            CATEGORY: Computer Science  PUBLISHED BY: Private Company (LTD)   EMPLOYMENT TYPE: Fulltime INDUSTRY: Telecommunication / Internet        Epic is one of the largest telecommunications companies in Cyprus and a member of a dynamic European family of telecommunications companies. With ability, innovation and agility at our core, we are offering a state-of-the-art network recognized by multiple awards in Cyprus.At Epic we take care of our people and we enhance a people centric and learning culture for your professional growth. We are always looking for ambitious employees to be a part of our award-winning organization!Our team is growing so join us to take your career to the next level and become a part of our team of more than 350 professionals.The role:We are seeking for a skillful, talented and security-minded Information Security Engineer to join our information security team for supporting our information security program and projects.Your Responsibilities:Manage the Vulnerability Assessment ProgramManage the Information Security Awareness ProgramAssist in the development and compliance of Information Security Policies and ProceduresAssist in the design and implementation of Information Security related projectsAssists in Monitoring of Security BreachesParticipate in Information Security Related, Internal and External AuditsParticipate in the Investigation of Information Security IncidentsPrepare Progress Reports for ongoing projectsOur proposition:Competitive remuneration packageAnnual bonus scheme13th salaryAttractive benefits with comprehensive medical and life insurances and provident fundCompany telecom products with free mobile and internet lines and exclusive discounts for our services with maximum monthly total value of 120 eurosOpportunity for a sustainable career and continuously building skills and expertise in a dynamic technology sectorHybrid workplace model with remote work two days per week Your Profile:BSc or higher in Computer Science, Information Technology, Information Security or any related fieldAny industry security certifications will be considered as an advantage3+ years' work experience in some of the following areas: Unix/Linux, Windows systems and DatabasesFirewalls/IDS/IPS SystemsAnti-virus softwareWeb ServicesWeb Application and Database SecurityWeb ProxiesEmail and DNS securityEncryption and PKI solutionsData Loss PreventionSystem Logging and SIEM toolsVulnerability Management SystemsInformation Security Frameworks (ISO 27001, NIST etc.)Cloud Services (MS 365, Intune, Azure, security solutions)Structural Reporting and organization skillsFluent in written and spoken Greek and English languageStrong oral and written communication skillsAble to present to a wide audience as neededInterested to join a team of passionate professionals?Apply now! Send your CV to career@epic.com.cy stating the job title in the subject line.   "
234034,https://www.ergodotisi.com/en/JobDetails/234034/XM,"Nicosia, Limassol",XM,Full Time,4,"BSc, MSc","  Senior QA Software Test Automation Engineer (Java) (Cyprus/Greece/Remote)    Limassol, Nicosia CY    Forex Computer Science, Forex, Work from home   XM   As a Senior QA Software Test Automation Engineer (Java), you will join an amazing team who are committed to improving product quality.   1/5/2024 12:00:00 AM 2/5/2024 12:00:00 AM     Senior QA Software Test Automation Engineer (Java) (Cyprus/Greece/Remote) new REF. NUM: 234034     Limassol, Nicosia  posted 29 days ago     XM  expires in 2 days    1692            CATEGORY: Computer Science, Forex, Work from home  PUBLISHED BY: Private Company (LTD)   EMPLOYMENT TYPE: Fulltime INDUSTRY: Forex        The role: As a Senior QA Software Test Automation Engineer (Java), you will join an amazing team who are committed to improving product quality. In this role, you will focus on product quality assurance while considering functionality, performance, security, GUI and many other factors.  You will use Java/Kotlin, Selenium, Selenide, REST Assured, TestNG, Gradle, Git, TestRail, and Jenkins while performing automation testing for either web or mobile applications.  Working within the existing testing environment, you will have the chance to create testing suites from scratch. Our team will help you reach your full potential while you work with cutting edge technologies on challenging projects. The main responsibilities of the position include: Closely collaborate with the development team to help deliver high quality softwareUnderstand and translate business requirements to technical requirementsEnhance software delivery and quality throughout the entire Software Development Life CyclePerform automated functional and performance testingDesign and develop the test automation framework, implement required libraries, and conduct auto-testsMaintain CI pipelines and integrate automated scripts into CI toolsManage any issues that may arise and drive resolutions throughout the testing processActively participate in the Software Development Life Cycle and Software Testing Life Cycle Main requirements: BSc/MSc in Computer ScienceMinimum 4 years’ experience in quality assurance and test automation (functional GUI and API)Practical experience in automation testing with Java (Selenium, REST Assured, or similar for mobile automation) is a mustExperience in writing queries for SQL and NoSQL databasesExperience in agile software development methodologies and testing proceduresStrong interpersonal and organisational skills Committed to excellence, continuous improvement, and to achieving the best resultsExcellent written and verbal skills in English Benefit from: Attractive remuneration packageIntellectually stimulating work environmentContinuous professional development and international training opportunities Attractive relocation package and support for a smooth relocation for you and your family Please visit our website www.xm.com/careers to submit your online application for this position. All applications will be treated with strict confidentiality!   "
235878,https://www.ergodotisi.com/en/JobDetails/235878/Hyperion-Group,Nicosia,Hyperion Group,Full Time,3,,"  Software Engineer    Nicosia CY    Engineering Computer Science, Chemical Engineers, Work from home   Hyperion Group   We are looking for Software Developers to join our growing team in Cyprus, responsible for developing and delivering high-quality advanced industrial software a   1/16/2024 12:00:00 AM 2/16/2024 12:00:00 AM     Software Engineer new REF. NUM: 235878     Nicosia  posted 18 days ago     Hyperion Group  expires in 13 days    275            CATEGORY: Computer Science, Chemical Engineers, Work from home  PUBLISHED BY: Private Company (LTD)   EMPLOYMENT TYPE: Fulltime INDUSTRY: Engineering      APPLY ONLINE   About the job Our people have been an instrumental part of Hyperion's continuing 30-year success in providing engineering advisory and consulting services and implementing advanced industrial IT solutions for the Global Process Industries. We are looking for Software Developers to join our growing team in Cyprus, responsible for developing and delivering high-quality advanced industrial software applications and solutions. The ideal candidates will be involved in product development and in designing and implementing testable and scalable code.  You will join a passionate, dynamic, diverse multinational team. The industry is currently booming and joining offers a great opportunity for personal and professional growth. Responsibilities Develop quality software and web applicationsDesign and update User InterfacesAnalyze and maintain existing software applicationsDesign highly scalable codeQualifications English ProficiencyBachelor’s degree in computer science or related field or 3 years software development experienceRequired Skills C# developmentASP.NETSQLWPFJavascript - would be usefulHTML / XML - Experience  "
236326,https://www.ergodotisi.com/en/JobDetails/236326/3CX-Ltd,Nicosia,3CX Ltd,Full Time,2,,"  Software API Test Engineer    Nicosia CY    Technology Industry Computer Science   3CX Ltd   Due to strong continued growth, an opportunity has arisen for a Software API Test Engineer to join the 3CX team.   1/18/2024 12:00:00 AM 2/18/2024 12:00:00 AM     Software API Test Engineer new REF. NUM: 236326     Nicosia  posted 16 days ago     3CX Ltd  expires in 15 days    108            CATEGORY: Computer Science  PUBLISHED BY: Private Company (LTD)   EMPLOYMENT TYPE: Fulltime INDUSTRY: Technology Industry        Due to strong continued growth, an opportunity has arisen for a Software API Test Engineer to join the 3CX team. You’ll spend the day diagnosing and troubleshooting software technical issues on ERP & Hosting systems. Our ideal candidate will be an experienced API tester willing and open to in-house training on the specific product.The RoleTesting core business logic to reduce number of defects found during testing including:Integration testingFunctional testingPerformance testingSecurity testingWorking hours 09:00 to 17:30About the ApplicantSmart mind, willing to learn and be trained Willing to spend the day diagnosing and troubleshooting software technical issuesExperience and / knowledge of VoIP and telecommunications technologies an assetMust HavesAt least 2 years of experience in a Software Testing Engineering roleExperience with bug management, tracking and reporting programsFamiliar with software development cycles and version controlExperience with test case creation and test plan organizationExperience with Linux administration and scriptingExperience with a public cloud provider, such as Azure, AWS, Google, etcFocus on delivering quality and working softwarePersonal SkillsComfortable in a fast paced, deadline driven environmentStrong resource management skillsExceptional, clear and effective communication skills (verbal & written)Self-driven ability to work independentlyStrong team spiritStrong organizational skills with great attention to detailStrong problem-solving skills and an ability to think out-of-the-boxSolid time management skillsFluent in EnglishAbout the 3CX TeamOur award winning product is targeted at medium and large enterprises and is currently used by 350,000 customers around the world. Working in our state of the art 3CX offices in Nicosia, you'll be part of a vibrant team enjoying the many benefits the Company offers, including an international work environment, catering, private gym and swimming pool, performance related bonus, and an annual profit share scheme.Your ApplicationApply via our websitePlease prepare a covering letter that demonstrates how your experience relates to this specific role. This should be included along with your CV.Due to the very large number of applications we receive, we will not consider anyone who does not fulfill this basic request. Only successful candidates will be contacted.  "
236269,https://www.ergodotisi.com/en/JobDetails/236269/BDSWISS,"Nicosia, Limassol",BDSWISS,Full Time,not given,,"  Junior Quality Assurance Engineer    Limassol, Nicosia CY    Forex Computer Science, Forex   BDSWISS   We’re on a mission to find the best talent out there and add a talented Junior QA Engineer to join our QA team at their offices in Limassol or Nicosia, Cyprus.   1/18/2024 12:00:00 AM 2/18/2024 12:00:00 AM     Junior Quality Assurance Engineer new REF. NUM: 236269     Limassol, Nicosia  posted 16 days ago     BDSWISS  expires in 15 days    230            CATEGORY: Computer Science, Forex  PUBLISHED BY: Private Company (LTD)   EMPLOYMENT TYPE: Fulltime INDUSTRY: Forex        BDSwiss is one of the leading financial institutions specializing in Forex/CFDs trading.We create a unique work environment that promotes innovation, team spirit, and stability by establishing a corporate culture with the values of performance, integrity, transparency, and diversity at its core. At the heart of all this lies our team, which is creative, possesses strong leadership skills, and is 100% committed to our goals.We’re on a mission to find the best talent out there and add a talented Junior QA Engineer to join our QA team at their offices in Limassol or Nicosia, Cyprus. Your role at BDSwiss: Review requirements, specifications and technical design documents to provide timely and meaningful feedback Create detailed, comprehensive and well-structured Test Plans and Test CasesIdentify, record, track and thoroughly document bugsPerform thorough Regression Testing when bugs are resolvedStaying up-to-date with new QA Tools and StrategiesDevelop and apply Testing processes for new and existing products to meet client needsLiaise with internal teams (e.g. developers and product managers) to identify system requirements.The Ideal Candidate: University degree in Computer Science/Engineering, or any other related degree While previous experience will be considered an advantage, we are equally open to individuals at the early stages of their career Knowledge of Software QA Methodologies, Tools and Processes Familiarity in any programming language (preferably JavaScript, Python, SQL) Knowledge of writing clear, concise, and comprehensive Test Plans and Test Cases will be consider an advantageExcellent communication skills in both written and spoken English Strong teamwork skillsCritical thinking and analytical skillsWhat we offer: Competitive remuneration packagesDiscretionary performance-based bonusesPaid time off (including vacation and personal sick days)Sponsorships for work-related training and professional examinationsWeekly breakfast and access to our cafeteria with unlimited fresh snacks and beveragesDevelopment opportunities in a fast-growing environment, continuous training, and supportParticipation in the Company's Group Medical Scheme, Pension Scheme, and Discount Scheme Does this sound like you? Take the next step by submitting your application through BDSwiss Career Webpage: Junior Quality Assurance EngineerYour application will be reviewed further, and you will receive an update in due course if you are shortlisted. Due to a high volume of applicants, we are able to contact only shortlisted candidates at this point in time.Non-Discrimination StatementBDSwiss is an equal opportunities employer. We ensure that applicants are treated equally and that no applicant or employee receives less favorable treatment during the interview selection process or during their employment with BDSwiss.  "
233747,https://www.ergodotisi.com/en/JobDetails/233747/Rimes-Technologies-Ltd,Nicosia,Rimes Technologies Ltd,Full Time,not given,,"  Senior Site Reliability Engineer (SRE)     Nicosia CY    FinTech Computer Science   Rimes Technologies Ltd   Seeking to recruit a Senior Site Reliability Engineer (SRE).   1/3/2024 12:00:00 AM 2/3/2024 12:00:00 AM     Senior Site Reliability Engineer (SRE)  new REF. NUM: 233747     Nicosia  posted 31 days ago     Rimes Technologies Ltd  expires today    167            CATEGORY: Computer Science  PUBLISHED BY: Private Company (LTD)   EMPLOYMENT TYPE: Fulltime INDUSTRY: FinTech        Rimes provides transformative data management, ESG and investment intelligence solutions to the global investment community. Driven by our passion for solving the most complex data problems, we partner with our clients to help them make better investment decisions using accurate information and industry-leading technology.  Headquartered in New York and London, Rimes serves its global clients through offices in Europe, Americas and Asia Pacific.We are currently in the midst of an exciting growth phase, as Rimes extends into new markets and geographies. To support this, we are hiring for roles across Sales, Product, Development, Marketing and other functions. Visit our Careers page to see our complete listings and more information on our competitive benefits package.The Opportunity:The Rimes Technologies Senior Site Reliability Engineering (SRE) Team is the very heart of the Technology Organization, its primary objectives to ensure that the Technology in use by Rimes customers is innovative, reliable, performant, scalable and secure. Delivering world class Customer experience for our both External and Internal users to the RIMES Corporation.We operate globally as a Group and operate a follow-the-sun operational model, our teams are both passionate and committed to the demands of our customers ensuring that we are both innovative and proactive in delivering the technology and mission critical data within SLA. Rimes delivers its technology from both our own Datacenter and the Cloud.We are currently recruiting for a Senior Site Reliability Engineer (SRE) to join our global Technology team. This is an excellent opportunity to join a well-established firm with a global presence and significant growth potential.Reporting to the Head of Technical Operations, the Senior SRE is responsible for leading the Global Engineering team in all aspects of technical operations. As a new function within Rimes you will play a leading role in shaping the team and its direction.What you will do:Lead a team of Engineers in Reliability Engineering best practices’ e.g. Three pillars Reliability, Observability Recoverability.As Senior SRE you will be at the forefront of Rimes engineering capabilities. You will lead incident response Architectural improvements to ensure reliability of all our technology.Act as Infrastructure Architect and play a leading role in the next generation Rimes Technology Platform.Build new systems from and implement new technologies to support next generation Rimes platform.Lead projects for new Infrastructure ServicesOptimize data center Infrastructure to improve performance, utilization, availability and security whilst controlling costs.Implement observability best practices to measure compliance with Rimes SLO’sImplement efficient monitoring system to measure SLOs.Reduce Toil through automation to improve configuration accuracy and productivity.Drive innovation to drive adoption of new technologies.Mentor SRE and Software Engineers in best practices.Drive Capacity and Performance planning.Who you are:High level of experience of supporting physical Datacenters Hardware O/S and physical networksHigh level or expertise with VMWare virtualization Windows Server and Microsoft SQL ServerHigh level of expertise of Azure CloudHigh Level of Expertise with Microsoft Windows Server and SQL Server and Open source technologies Linux.High Level expertise in SRE best practices e.g. Monitoring and alerting, Technical expertise to resolve production issues independentlyHigh level of experience in building production systems to support SaaS and Data deliveryExperience in Software Engineering build release test and deploy methodology.Experience in highly automated infrastructure and utilizing automation to deploy full environments Code VM’s Containers and related infrastructure storage and networksDeep experience of Azure CloudExcellent communication skills especially the ability to communicate across teams and to boss incidentsUnderstanding of DevOps tooling e.g.  Ansible Terraform Jenkins Azure DevOps and GitHubAPPLY HERERimes is committed to promote the values of diversity and inclusion throughout the business. Whether it’s through recruitment, retention, career progression or training and development, we are committed to improving opportunities for people regardless of their background or circumstances.  "
236449,https://www.ergodotisi.com/en/JobDetails/236449/Scope-Markets-Services-CY-Ltd,Limassol,Scope Markets Services CY Ltd.,Full Time,2,,"  DevOps Engineer     Limassol CY    Forex Computer Science, Forex   Scope Markets Services CY Ltd.   Scope Markets a rapidly expanding, International Investment Group with offices around the world, seeks to recruit a DevOps Engineer.   1/19/2024 12:00:00 AM 2/19/2024 12:00:00 AM     DevOps Engineer  new REF. NUM: 236449     Limassol  posted 15 days ago     Scope Markets Services CY Ltd.  expires in 16 days    111            CATEGORY: Computer Science, Forex  PUBLISHED BY: Private Company (LTD)   EMPLOYMENT TYPE: Fulltime INDUSTRY: Forex        About Scope Markets:Scope Markets is a rapidly expanding Group of companies providing online trading services, with regulated entities and operational hubsaround the world. Scope Markets aims to provide the best in class trading infrastructure to cater to the needs of all types of clients from the beginners to the very ultimate institutional traders. We are extraordinarily proud to provide cutting-edge technology, speedy execution, and low latency solutions to our clients to ensure the most optimal trading environment through strategic placement of trading servers, and robust software and hardware.Overall Purpose of Role:We're on the lookout for a dedicated DevOps Engineer with a strong passion for streamlining Continuous Integration/Continuous Deployment (CI/CD) practices and optimizing IT operations. At Scopemarkets, we prioritize technological advancement and are eager to welcome engineers who are committed to delivering excellence for our internal and client-facing systems.Responsibilities:Development and Deployment Automation:Design, develop, and maintain automated workflows and processes for continuous integration (CI), continuous delivery (CD), and continuous deployment (CD) using latest stable tools.Infrastructure Management:Collaborate with system administrators to manage and scale infrastructure resources in cloud-based environments.Monitoring and Logging:Set up and configure monitoring systems such as Zabbix, Grafana, ELK stack.Release Management:Establish and maintain release management processes to ensure smooth and controlled software releases. Implement version control systems (e.g., Git) and develop strategies for managing code branches, merging, and code reviews. Coordinate with development teams to define release schedules and manage dependencies.Security and Compliance:Collaborate with security teams to implement secure development practices and ensure compliance with industry standards and regulations. Implement security controls, vulnerability scanning, and penetration testing processes to proactively identify and mitigate security risks.Collaboration, Communication and Documentation:Foster effective communication and collaboration between development, operations, and other stakeholders. Facilitate cross-functional meetings and provide technical guidance to ensure alignment with DevOps best practices. Promote a culture of continuous improvement and knowledge sharing.Troubleshooting and Incident Management:Investigate and resolve complex issues related to application performance, scalability, and infrastructure. Develop incident response plans and participate in incident management activities, including root cause analysis and post-incident reviews.Research and present automated solutions:Continually explore and identify opportunities for automating day-to-day tasks and processes. By automating repetitive and manual tasks, you can improve efficiency, reduce human error, and free up time for more strategic and value-added activitiesSkills and Competencies:Excellent troubleshooting skills and fast technology learnerAbility to work under pressure.Ability to work closely with a team.Organizational, time management and multitasking skillsAttention to details.Educational / Experience Requirements:Degree in Computer Engineering or any related field Diploma2+ years in a similar positionScripting and Automation: Proficiency in scripting languages like Python, Shell, or PowerShell to automate tasks and processes.Cloud Platforms: Knowledge of cloud platforms and services like AWS, Azure, or Google Cloud to deploy and manage applications in cloud environments.Configuration Management: Experience with configuration management tools such as Ansible, Terraform would be consider a plusContainerization and Orchestration: Understanding of containerization technologies like Docker and container orchestration platforms like Kubernetes. (ArgoCD, Docker, Helm, Kubectl) would be consider a plusMonitoring and Logging: Experience with monitoring tools (e.g., Grafana,Zabbix,Prometheus) and log management systems (e.g., ELK Stack) for tracking application and infrastructure performance would be consider a plus.Personal Specification:SociablePleasant personalityWilling to learnSelf-motivatedSelf-learningRemuneration Package Offered:Competitive remuneration package based on qualifications, experience and skills.Annual discretionary performance-based bonus.22 days annual leave.Company health insurance.Company contributionary provident fund.Company discount card scheme.Energetic and friendly multicultural environment.Comfortable and modern working space closer to the city center.Opportunities for training and development and career opportunities.Annual company events/parties for employee’s interaction and engagement.If you are interested to be part of our dynamic and multicultural team, please send us your CV in English throughout our Careers Page under the ""DevOps Engineer"" role to apply. Have a look at our Privacy Notice.  "
