URL,Location,Company,Employment Type,Years of Exp,Education Level,Data
"https://www.glassdoor.com/job-listing/junior-level-software-engineer-e4-technology-JV_IC1127653_KO0,30_KE31,44.htm?jl=1006860143465",Alabama,E,,2,Master,"Categories Software Enginer  Salary TBD  Location Huntsville, AL  Job Information Job Description  Junior-level Software Engineer supporting current Army Programs  If you are a Software Engineer with experience, please read on! E4 Technology, Inc. is a Professional, Engineering, and Information Technology (IT) Services Company focused on delivering tailored solutions to our customers. We provide a range of services to include the following:  Program Management Software Development Interoperability and Integration Testing Configuration Management Security Consulting Hardware Sales Integrated IT Solutions and Support  We are currently seeking qualified individuals with a minimum of 2 years Software Development experience to work directly onsite at one of our Army Government Customer installations. In addition the minimum experience and skillset identified below, a current DoD Secret Security Clearance is a plus, however, new security clearances can be issued by the customer on a case-by-case basis.  Top Reasons to Work with Us  E4 Technology, Inc. is a great small company that is growing and has the most competitive benefits and compensation package across industry.  What You Will Be Doing  In this role you will be responsible for deriving requirements, documenting the design and data structures, and developing software in Java and C++. The ideal candidate must be familiar with the software development life-cycle and familiarity with Agile principles. Additionally, understanding and how to follow CMMI practices is a plus.  What You Need for this Position  Minimum Education and/or Experience required:  Bachelor’s of Science Degree in Computer Science, Computer Engineering, or similar technical degree is required with a minimum of 2 years’ experience or a Master’s Degree and 1 years of experience, or at least 6 years of software development experience may be substituted in lieu of bachelor’s degree on a case-by-case basis. Experience developing software with Java and C++ in object oriented Working experience with Microsoft and LINUX operating environments  Preferred, but not required:  Current DoD Secret Security Clearance Experience developing HTML5 Web Applications Experience developing software under Agile principles Experience with User Interfaces (UI) and Human/Machine Interface (HMI) concepts Experience with Eclipse and Visual Studio is desired Other preferred Experience with the following tools and application concepts is a plus: Maven, Junit, Easy Mock, JIRA, GET, Fisheye, Bitbucket, World Wind, SIMDIS, ESRI, GJIS, BOSS, NSITE, Wireshark, LUA, Bash, Perl, and VMWare. What’s In It for You?  Competitive Salary, Strong Compensation and Benefits package! If you are a Software Engineer that meets the minimum aforementioned requirements, please apply today!  Our Privacy and Company Policies E4 Technology, Inc. is proud to be an Equal Opportunity Employer.  All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.  Applicant’s resume and any other personal information will be kept completely confidential and will not be retransmitted, forwarded, etc. without prior consent from the applicant. In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.  Thank you for considering E4 Technology, Inc.! We look forward to receiving your resume and going over the position with you in more detail!"
"https://www.glassdoor.com/job-listing/mid-level-software-engineer-e4-technology-JV_IC1127653_KO0,27_KE28,41.htm?jl=1006860143449",Alabama,E,,6,Master,"Categories Software Enginer  Salary TBD  Location Huntsville, AL  Job Information Job Description  Mid-level Software Engineer supporting current Army Programs  If you are a Software Engineer with experience, please read on! E4 Technology, Inc. is a Professional, Engineering, and Information Technology (IT) Services Company focused on delivering tailored solutions to our customers. We provide a range of services to include the following:  Program Management Software Development Interoperability and Integration Testing Configuration Management Security Consulting Hardware Sales Integrated IT Solutions and Support  We are currently seeking qualified individuals with a minimum of 6 years Software Development experience to work directly onsite at one of our Army Government Customer installations. In addition the minimum experience and skillset identified below, a current DoD Secret Security Clearance is a plus, however, new security clearances can be issued by the customer on a case-by-case basis.  Top Reasons to Work with Us  E4 Technology, Inc. is a great small company that is growing and has the most competitive benefits and compensation package across industry.  What You Will Be Doing  In this role you will be responsible for deriving requirements, documenting the design and data structures, and developing software in Java and C++. The ideal candidate must be familiar with the software development life-cycle and familiarity with Agile principles. Additionally, understanding and how to follow CMMI practices is a plus.  What You Need for this Position  Minimum Education and/or Experience required:  Bachelor’s of Science Degree in Computer Science, Computer Engineering, or similar technical degree is required with a minimum of 6 years’ experience or a Master’s Degree and 4 years of experience, or at least 10 years of software development experience may be substituted in lieu of bachelor’s degree on a case-by-case basis. Experience developing software with Java and C++ in object oriented Working experience with Microsoft and LINUX operating environments  Preferred, but not required:  Current DoD Secret Security Clearance Experience developing HTML5 Web Applications Experience developing software under Agile principles Experience with User Interfaces (UI) and Human/Machine Interface (HMI) concepts Experience with Eclipse and Visual Studio is desired Other preferred Experience with the following tools and application concepts is a plus: Maven, Junit, Easy Mock, JIRA, GET, Fisheye, Bitbucket, World Wind, SIMDIS, ESRI, GJIS, BOSS, NSITE, Wireshark, LUA, Bash, Perl, and VMWare. What’s In It for You?  Competitive Salary, Strong Compensation and Benefits package! If you are a Software Engineer that meets the minimum aforementioned requirements, please apply today!  Our Privacy and Company Policies E4 Technology, Inc. is proud to be an Equal Opportunity Employer.  All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.  Applicant’s resume and any other personal information will be kept completely confidential and will not be retransmitted, forwarded, etc. without prior consent from the applicant. In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.  Thank you for considering E4 Technology, Inc.! We look forward to receiving your resume and going over the position with you in more detail!"
"https://www.glassdoor.com/job-listing/computer-programmer-008446-university-of-south-alabama-JV_IC1127676_KO0,26_KE27,54.htm?jl=1009112458616",Alabama,University of South Alabama,"Fulltime, Parttime, Temporary",not given,,"Minimum Qualifications Bachelor’s degree in computer science or a related field from an accredited institution as approved and accepted by the University of South Alabama. An equivalent combination of education and experience may be considered.  Preferred Qualifications Experience with Oracle SQL, Ellucian Banner, and Linux is preferred.  Job Description Summary The University of South Alabama’s Computer Services Center is seeking to hire a Computer Programmer. Interested candidates should apply to be considered.   Essential Functions These are the job duties required of the position. Essential Functions Serves as support for University departments to includes Student, Payroll, Human Resources, Financial Aid, and Finance. Under direct supervision, develops, tests, and implements computer programs on multiple computer/operating system platforms. Writes and maintains ad hoc reports on an Oracle Database. Provides backup support to other Computer Center staff to include answering questions and troubleshooting various systems. Regular and prompt attendance. Ability to work schedule as defined and additional hours as required. Related duties as required.  Posting Information Number of Vacancies 1  Position End Date (if temporary)  Job Open Date 02/06/2024  Job Close Date  Open Until Filled Yes  Special Instructions to Applicants  Working Days Monday - Friday  Working Hours 8:00 a.m. - 5:00 p.m.  Job Location Main Campus  Full-time or Part-Time Full Time  Regular or Temporary Regular"
"https://www.glassdoor.com/job-listing/software-developer-motion-JV_IC1127429_KO0,18_KE19,25.htm?jl=1009112913688",Alabama,Motion,,not given,MA,"SUMMARY The Software Developer develops information systems by designing, developing, and installing software solutions. This position improves operations by conducting systems analysis and recommending changes in policies and procedures. JOB DUTIES Designs and constructs moderately complex interfaces between ERP and legacy systems. Uses back-end programming languages, as well as front-end script languages to optimize performance, scalability, and security. Codes programming logic for new or existing solutions software or applications in accordance to design specifications put in place by senior software development staff and leadership. Handles installation, configuration, development, workflow design, monitoring, and/or upgrade of assigned software products. Monitors quality and performance of applications through testing and maintenance. Maintains up-to-date records of issues with existing code. Suggests viable solutions to resolve issues with existing software. Performs other assigned duties.  EDUCATION & EXPERIENCE Typically requires a bachelor’s degree in computer science, software engineering, or a related field Three (3) to five (5) years of back-end programing languages (ASP Java, Perl, C++, etc.) and front-end scripting languages (HTML5, JavaScript, CSS) or an equivalent combination.  KNOWLEDGE, SKILLS, ABILITIES Manages multiple tasks simultaneously while meeting deadlines. Possess the latest knowledge on new technology and computer systems. Communicates complex procedures to other colleagues. Understands the latest trends and their role in a commercial environment. Pays close attention to detail and desires to probe further into data.  PHYSICAL DEMANDS: LICENSES & CERTIFICATIONS: None required.  SUPERVISORY RESPONSIBILITY: No Supervisory Responsibility  BUDGET RESPONSIBILITY: No  COMPANY INFORMATION: Motion Industries offers an excellent benefits package which includes options for healthcare coverage, 401(k), tuition reimbursement, vacation, sick, and holiday pay. Not the right fit? Let us know you're interested in a future opportunity by joining our Talent Community on jobs.genpt.com or create an account to set up email alerts as new job postings become available that meet your interest! GPC conducts its business without regard to sex, race, creed, color, religion, marital status, national origin, citizenship status, age, pregnancy, sexual orientation, gender identity or expression, genetic information, disability, military status, status as a veteran, or any other protected characteristic. GPC's policy is to recruit, hire, train, promote, assign, transfer and terminate employees based on their own ability, achievement, experience and conduct and other legitimate business reasons."
"https://www.glassdoor.com/job-listing/software-quality-assurance-engineer-ai-solutions-inc-JV_IC1127653_KO0,35_KE36,52.htm?jl=1008880030728",Alabama,"a.i. solutions, Inc.",,25,MA,"MAKE A MOVE, MAKE AN IMPACT.  a.i. solutions was founded over 25 years ago with a mission to MAKE AN IMPACT by exceeding expectations. A move to our team means using your passion and ingenuity to MAKE AN IMPACT through innovations, defending national security, and enabling access to space. MAKE A MOVE, to join a team driven by a shared ambition, and rewarded for individual contributions.  BENEFITS THAT MAKE AN IMPACT:  Zero $$ Group Health Plans Zero $$ Mental Health Therapy Paid Parental leave for Mom & Dad Paid Time Off w/Flex scheduling - create the work/life balance that works for you 401k Safe Harbor Plan, we contribute on Day #1 Wellness plans that rewards wellbeing & work life harmony Career development and growth, and endless learning opportunities Engaged and supportive leadership that cares   Essential Roles & Responsibilities:  Provide technical expertise in software quality assurance to the government for the assigned programs. Participate in cross-functional teams conducting software quality evaluations, audits and assessments, for existing and developmental missile defense programs. Activities include providing on-site verification and auditing at Developer facilities to ensure that robust controls are in place for quality assurance practices. Participate and provide input for Software Review Boards, failure investigations and failure review boards. Activities include determining root cause of failures of MDA hardware and software. Participate in assessments, tests, or technical interchange meetings to assess processes and practices for compliance with software quality assurance strategies, policies, and standards. Report results. Activities include providing on-site verification and auditing at Developer facilities to ensure that robust controls are in place for quality assurance practices. Participate in technical meetings and independent software code reviews for software (including but not limited to agile/iterative) development efforts to assess compliance with industry-wide and MDA software quality assurance standards and best practices. Report results. Assess software (including but not limited to agile/iterative software development model) quality assurance to include requirements, design, development, testing, and deployment activities. Demonstrated experience in the following: Leading and executing extensive software quality engineering support efforts for complex weapon systems, system elements, interfacing systems, components, devices and/or processes for missile defense programs. Software quality processes and products from requirements phase through testing and fielding Leading the implementation of software quality engineering. Travel periodically (approximately three times per year for 2-4 days per trip) Position is located at MDA facility on Redstone Arsenal with expectation to work onsite 4 days per month. Otherwise telework from home is authorized when not required to be onsite   Minimum Qualifications:  Bachelor’s Degree in Professional engineering from a school of engineering Accreditation Board of Engineering and Technology, Inc. in software engineering with a minimum of 10 years of experience in software engineering field. Acceptable substitute to ABET requirement: is a Degree and 12 years of experience in a software field. Current Secret Security Clearance or the ability to obtain prior to start required. U.S. Citizenship  Equal Opportunity Employer/Protected Veterans/Individuals with Disabilities The contractor will not discharge or in any other manner discriminate against employees or applicants because they have inquired about, discussed, or disclosed their own pay or the pay of another employee or applicant. However, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or (c) consistent with the contractor’s legal duty to furnish information. 41 CFR 60-1.35(c)"
"https://www.glassdoor.com/job-listing/sls-exploration-upper-stage-avionics-software-subsystem-lead-engineer-boeing-JV_IC1127653_KO0,69_KE70,76.htm?jl=1009037716779",Alabama,BOEING,"Flexible, Permanent",15,"Master, Doctor","At Boeing, we innovate and collaborate to make the world a better place. From the seabed to outer space, you can contribute to work that matters with a company where diversity, equity and inclusion are shared values. We’re committed to fostering an environment for every teammate that’s welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us. Boeing Defense, Space, and Security (BDS) is seeking an SLS Exploration Upper Stage Avionics & Software Subsystem Lead Engineer in Huntsville, AL. Position Responsibilities Provide Technical Oversight for the following: Design of electronic hardware focused on space launch vehicle applications Develop avionics assembly designs primarily focused on flight controls, communication, and data acquisition systems. Development of statements-of-work and technical performance specifications Production and testing of flight controls, communication, and data acquisition systems. Develop the design, analysis and documentation for flight electronics Develop, document and maintain electronic and electrical system requirements according to customer desires and contract requirements Leads and coordinates work to analyze and translate requirements into system architecture, hardware and software designs and interface specifications. Leads Root Cause/Corrective Action (RCCA) investigations and resolutions Leads the planning and execution of various methods of testing and analysis to support design and production and to ensure system designs meet operational and functional requirements Works with suppliers to ensure timely delivery of products Leads formal trade studies and literature research to support future product designs Develops innovative solutions to technical problems Serves as a consultant to top management in long-range company planning for new or projected areas of technological research and advancement Exercises considerable latitude in determining technical objectives of assignment. Represents the organization as the prime technical contact on contracts and projects. Interacts with senior external personnel on significant technical matters often requiring coordination between organizations. Completed work is reviewed for desired results from a relatively long-term perspective. Basic Qualifications (Required Skills/Experience) Bachelor, Master or Doctorate of Science degree in Electrical/Computer Engineering or related science or technology field degree Fifteen (15) or more years of experience in Flight Avionics Design Ten (10) or more years of experience leading a multi-skilled (electrical, mechanical, project, systems, etc.) engineering design team Preferred Qualifications (Desired Skills/Experience) Experience leading technical aspect of proposal preparation. Extensive experience with space and missile avionics hardware development including command, control, communication, and data acquisition systems Ability to understand and direct design decisions on telemetry data routing, capture, and transmission. Experience with space radiation and hardware reliability requirements. Experience leading development of architectural approaches from customer and system requirements Hands on experience with integration and troubleshooting missile and space avionics Extensive experience managing/leading engineering projects Proven experience effectively communicating and collaborating on multi-discipline teams Experience mentoring junior engineers Experience leading multi-discipline design teams or a special project teams Experience with data bus architecture (MIL-STD-1553, RS-422) Expertise in using a hardware description language such as VHDL, Verilog, and System Verilog Experience with human-rated space missions Typical Education/Experience Education/experience typically acquired through advanced technical education from an accredited course of study in engineering, computer science, mathematics, physics or chemistry (e.g. Bachelor) and typically 20 or more years' related work experience or an equivalent combination of technical education and experience (e.g. PhD+15 years' related work experience, Master+18 years' related work experience). In the USA, ABET accreditation is the preferred, although not required, accreditation standard. Workplace This position is expected to be 100% onsite. The selected candidate will be required to work onsite at one of the listed location options. Relocation This position does not offer relocation but is based primarily out of Huntsville, AL. Travel Travel may be required up to 10-20% of the time; Domestically and/or Internationally depending on business needs. Program Access This position requires ability to obtain program access, for which the U.S. Government requires U.S. Citizenship only. NASA Access This position requires the ability to obtain access to a National Aeronautics and Space Administration (NASA) facility. Drug Free Workplace Boeing is a Drug Free Workplace where post offer applicants and employees are subject to testing for marijuana, cocaine, opioids, amphetamines, PCP, and alcohol when criteria is met as outlined in our policies. Shift Work This position is for 1st shift. At Boeing, we strive to deliver a Total Rewards package that will attract, engage and retain the top talent. Elements of the Total Rewards package include competitive base pay and variable compensation opportunities. The Boeing Company also provides eligible employees with an opportunity to enroll in a variety of benefit programs, generally including health insurance, flexible spending accounts, health savings accounts, retirement savings plans, life and disability insurance programs, and a number of programs that provide for both paid and unpaid time away from work. The specific programs and options available to any given employee may vary depending on eligibility factors such as geographic location, date of hire, and the applicability of collective bargaining agreements. Salaries are based upon candidate experience and qualifications, as well as market and business considerations. Summary pay range for Principal Level: $170,000 – $230,000 Export Control Requirements: U.S. Government Export Control Status: This position must meet export control compliance requirements. To meet export control compliance requirements, a “U.S. Person” as defined by 22 C.F.R. §120.15 is required. “U.S. Person” includes U.S. Citizen, lawful permanent resident, refugee, or asylee.  Export Control Details: US based job, US Person required Equal Opportunity Employer: Boeing is an Equal Opportunity Employer. Employment decisions are made without regard to race, color, religion, national origin, gender, sexual orientation, gender identity, age, physical or mental disability, genetic factors, military/veteran status or other characteristics protected by law."
"https://www.glassdoor.com/job-listing/software-engineer-xanté-corporation-JV_IC1127676_KO0,17_KE18,35.htm?jl=1007717994721",Alabama,Xanté Corporation,Remote,not given,,"Xanté is dedicated to continuing the tradition of providing customers with leading-edge technology for the graphic publishing market with exceptional products backed by service and support that is unmatched in this industry. That’s why we have and need great employees!   We are also accepting applications for work-from-home, remote sales reps. Please contact us if you have any questions. SOFTWARE ENGINEER Qualified candidates will be proficient C or C++ programmers with knowledge of UNIX and Windows. Individuals will be responsible for the design, development, testing and deployment of software solutions for a variety of printing devices. Other tasks include developing test cases, test procedures, and automated test scripts in conjunction with designing and developing software for embedded systems. A working knowledge of Java, HTML, UNIX, TCP/IP, Windows, and Mac OS is very helpful. Multiple positions available. Minimum requirement of two years actual work experience"
"https://www.glassdoor.com/job-listing/software-engineer-radiance-technologies-JV_IC1127653_KO0,17_KE18,39.htm?jl=1009113144516",Alabama,Radiance Technologies,,not given,MA,"Radiance Technologies, a rapidly growing employee-owned company supporting multiple technology development efforts, is searching for a talented Software Engineer to join our Emerging and Disruptive Technologies Group. We are looking for a self-starter with excellent technical skills to develop client and server applications that communicate with system hardware. Flexibility is a must, as our tasks include cross-platform C/C++ development and interfacing hardware (i.e. USB, Serial, Network or GPIB). Required Skills Bachelor’s degree in computer science, Computer Engineering, or relevant technical field Experience with object-oriented design and development in C or C++ US citizenship with the ability to obtain a security clearance Desired Qualifications Experience with Git or other similar version control software Experience in LabVIEW™ and/or MATLAB® development Experience with networking technologies used in the development of distributed Client/Server systems technologies Experience in developing hardware interface software for USB, serial, and network devices Experience with real-time OS implementation Interest in or experience developing time critical software in a desktop or embedded environment. Familiarity with Qt for User Interface Development Experience developing code that adheres to secure coding practices Active Secret Clearance Experience with multiple operating systems such as Windows or Linux EOE/Minorities/Females/Vet/Disabled"
"https://www.glassdoor.com/job-listing/junior-software-engineer-ierus-technologies-inc-JV_IC1127653_KO0,24_KE25,47.htm?jl=1008981660803",Alabama,"IERUS Technologies, Inc.",,1,,"IERUS specializes in electromagnetics phenomenology, computational analytics (algorithm acceleration and machine learning), and weapon systems engineering. These competencies introduce exciting opportunities for a driven software engineer. With projects ranging from tactical decision aids to cloud / GPU based large scale numerical solvers, IERUS software engineers perform both real time and off-line development of complete software packages and systems as well as software components for integration with some of the DoD’s most advanced weapon systems. In addition, IERUS adds value to our large business customers by performing development as an integrated part of their SCRUM teams. IERUS develops value for our defense and commercial customers through accelerations of the technology life cycle: identifying, creating, transitioning, and producing technologies with integrity of purpose and product. IERUS is looking for bright, talented, motivated and dedicated employees in the software engineering field who want to work on a diverse set of challenging problems. IERUS offers competitive compensation packages, retirement options, and benefits packages. To learn more, please visit www.ierustech.com. Job Description The primary responsibilities of this software engineering position include design, development, test and delivery of software with potential applications including tactical decision aids, radar software, flight software, and physics-based model development. Other general application areas include modeling, simulation, frameworks, and the transition and deployment of advanced technology algorithms in both embedded and all virtual environment. Software Engineers are expected to partner with algorithm developers and hardware developers to rapidly develop solutions and respond to problems. Positions available ranging from junior software engineers to senior software engineers. Required Qualifications  Bachelor of Science in Electrical Engineering, Computer Engineering, Computer Science or related field; 1+ years of experience in software engineering and development including design, development & test; Experience in various software languages including C, C++, python, Matlab, etc.; Active security clearance; and Must be a US Citizen.  Desired Qualifications  TS/SCI clearance; Machine learning experience; GPU programming experience; FPGA experience; Battle management software experience; Experience in numerical methods; Solid communication skills with the ability to translate complex technical ideas into understandable, actionable information for customers.  IERUS Technologies is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability or veteran status, age, or any other federally protected class. IERUS Technologies participates in E-Verify."
"https://www.glassdoor.com/job-listing/php-programmer-mysql-and-object-oriented-code-development-online-commerce-group-ocg-JV_IC1127704_KO0,57_KE58,83.htm?jl=1009075018508",Alabama,Online Commerce Group (OCG),"Parttime, Remote",not given,Bachelor's degree,"LOCATION Montgomery, Alabama or Part-Time Remote (For hire or contract)  JOB DESCRIPTION We are looking for a skilled PHP Programmer with a strong background in MySQL and expertise in object-oriented code development. The successful candidate will play a key role in designing and developing secure, high-performance web applications, contributing to our mission of delivering cutting-edge solutions to our clients. This is an excellent opportunity for a motivated professional to showcase their technical skillset in a collaborative work environment.  JOB DUTIES Develop, test, and deploy custom web applications using PHP, MySQL, and other relevant technologiesCollaborate with cross-functional teams to analyze client requirements and propose technical solutionsWrite clean, maintainable, and efficient code, following best practices and coding standardsCreate and execute database queries and optimize database performanceParticipate in code reviews, providing constructive feedback to ensure high-quality codeTroubleshoot and resolve application issues, ensuring timely resolution for a seamless user experienceStay updated with the latest industry trends and technologies to continuously improve development practices  JOB REQUIREMENTS Bachelor's degree in Computer Science, Software Engineering, or a related field (or equivalent work experience)Proven work experience as a PHP Programmer, preferably in a fast-paced development environmentKnowledge of PHP, MySQL, and object-oriented programming (OOP) principlesProficiency in HTML, CSS, JavaScript, and jQueryExperience working with version control systems (e.g., Git)Problem-solving abilities and attention to detailEffective communication skills and ability to collaborate with cross-functional teamsExperience with APIs and/or EDIs  Not Required (but helpful) Python, XML, JSON, Lampstack, Redis, memcache, mongoDB, web services  To apply for this position, submit your resume to jobs@onlinecommercegroup.com."
"https://www.glassdoor.com/job-listing/software-engineer-remote-usa-hexagon-asset-lifecycle-intelligence-JV_IC1127655_KO0,28_KE29,65.htm?jl=1009090427997",Alabama,Hexagon Asset Lifecycle Intelligence,,5,,"Responsibilities:  Hexagon Asset Lifecycle Intelligence division (Hexagon) is seeking a highly motivated individual to focus on the quality assurance of Smart 3D Plant/Outfitting software application using manual and automated tests, and its integration with other ALI applications. Candidates considered for employment within the ALI development and quality assurance organization must be well-rounded, self-motivated, and team players. Candidates must be able to adapt quickly by learning methodologies and technologies through formal and ad-hoc training as well as on-the-job training. Applicant will provide technical software consulting to the 3D Plant Industry. This consulting will focus on the quality assurance of Smart 3D Plant/Outfitting software application as well its integration with other ALI products using manual and automated tests. Tester responsibilities include defining regression, new feature, and performance testing framework and relevant metrics, as well as defining the strategy for continuing testing efforts in new and upgraded products. Create and execute automated and manual procedures and test scenarios based on software architecture. Define and configure test environment including servers, clients, and data sets to monitor performance tests and identify application bottlenecks. Analyze data and communicate test results with multiple levels of the ALI organization. Take ownership in filing and tracking defects found during testing while working with development to implement fixes in the Smart 3D product. Participate and lead groups providing direction and technical guidance. Receives assignments in the form of objectives. Responsible for planning, execution, and control of the work tasks. Analyze and test software to ensure that products meet design specifications. Define regression and new feature testing and relevant metrics. Create and execute automated and manual procedures and test scenarios based on software architecture. Take ownership in filing and tracking defects found during testing while working with development to implement fixes in the Smart 3D product. Participate actively in the entire software development life cycle. Includes interaction with development teams and defining new feature testing requirements. Document processes and test outcomes. Communicate with product developers and technical support specialists on software issues. Repeated contact with customers within pre-sale or post-sale activities. Use strong analytical skills to solve complex problems in a timely manner while adapting to changing priorities. Conduct technical presentations and participate in technical workshops and training. May include technical support, consulting, and training. Administration of relational databases – Oracle and/or MS SQL Server Other tasks may include technical support, consulting and training. Qualifications: Bachelor’s Degree in Mechanical/Structural/Civil Engineering or a related technical discipline, with 3-5 years of related experience. Strong interpersonal, problem solving and multi-tasking skills. Working knowledge of PowerShell scripting a plus. Working knowledge of Windows Server Operating Systems and relational databases (ORACLE, MSSQL Server) a plus. Working knowledge of agile software development methodology (scrum) a plus. Hexagon will not sponsor applicants for a work visa for this position. #LI-DNI"
"https://www.glassdoor.com/job-listing/software-engineer-ai-signal-research-inc-asri-JV_IC1127653_KO0,17_KE18,45.htm?jl=1009045658694",Alabama,"AI Signal Research, Inc (ASRI)",,not given,MA,"Thank you for your interest in AI Signal Research, Inc. (ASRI). ASRI accepts applications for employment for current career opportunities only.   Education: : Bachelors Degree in a discipline directly related to the task to be performed.  Months/Years of Experience: Based on experience with at least one (1) year in a management position.  Duties: Serves as the Software Quality Assurance / Technical Management expert in an Army Project Office. Must be able to link the technical capability of the systems (platform, launchers, missiles, associated test equipment) and communication systems to define technical risks, system performance and compatibility with other Army and Sister Service battlefield systems to meet overall Project / system goals, schedule and performance. Must have experience and understanding of software, security and quality assurance to ensure key system / component / subsystem performance capabilities are incorporated and demonstrated in test plans. Must have good communication / briefing skills to confirm to key stakeholders and Project leadership that key test / engineering objectives have been achieved via test reports and briefings.  Required Qualifications: U.S. Citizenship. Must be able to obtain a security clearance. Bachelors Degree with experience in Software Engineering, IT, Mathematics, Electrical Engineering, Cyber Security, Data Science, Operations Research, Software Development, Design, Coding. - IVV - Software expertise with radar background to support LRDR, SBX, TPY2 and PATRIOT Experience with creating, modifying, and using analysis tools such as Python, MATLAB, MS Office; ability to analyze code written in C++, Jovial, Fortran, Assembly, or similar Savvy with software; operational or support radar experience are both acceptable - AW - Rigorous software (SW) experience, preferably embedded SW - SW Safety/Quality - Rigorous mission/safety-critical software (SW) expertise   Desired Qualifications: An Engineer Degree. Program Office experience with a general understanding of how the test / engineering process relates to the program / acquisition process. Experience in IV&V; Quality Assurance; manual and automated testing (Functional / Integration; Regression; End-to-End, Usability, Black & White Box User acceptance testing, data testing); Software Development QA Tools (XML, SML Spy, HP Test Direction; HTML; TOAD, SQL); QA Automation; Languages: C/C++, JAVA, PL/SQL, MYSQL, SQL, Server. - AW - Airworthiness experience Knowledge of AMACC, MIL-HDBK-516, DO-178, MIL-STD-882 - SW Safety/Quality - Knowledge of one or more: DO-178, MIL-STD-882, JSSSEH, SAE ARP-4754, SAE ARP-4761, SAE ARP-5580 FHAs, PSSAs, FTAs, SSAs, SwFMEAs Comments: Travel to selected CONUS and OCONUS locations is possible. Travel is estimated to be 20% of the time. Compliance with health mandates as dictated by the contract may be required as a condition of employment. ASRI offers the following Benefits package: 401K Plan Medical and Dental Insurance Life Insurance Disability Income Educational Assistance Direct Deposit Cafeteria Plan Vision   Drug Free Workplace.: Adherence to ASRI policy on drugs and alcohol is a condition of employment for all employees.  AI Signal Research, Inc. (ASRI) wants all interested and qualified candidates to apply for employment opportunities. If you are an applicant with a disability who is unable to use our online tools to search and apply for jobs, please contact us by calling (in the U.S.) 1-256-551-0008 x29. Please indicate the specifics of the assistance needed. This option is reserved only for individuals with disabilities who are unable to use our online tools and is not intended for any other purpose:.  ASRI is an equal opportunity and affirmative action employer-Veterans/Disabled and other protected categories."
"https://www.glassdoor.com/job-listing/software-engineer-huntsville-al-sentinel-davidson-technologies-inc-JV_IC1127653_KO0,40_KE41,66.htm?jl=1008944697689",Alabama,"Davidson Technologies, Inc.",,10,,"Davidson is seeking a Software Engineer in Huntsville, AL.  This position will support a major strategic weapons system program. Davidson will be supporting the Air Force’s development, production, sustainment and deployment of hardware and software systems for Intercontinental Ballistic Missile (ICBM) Ground and Airborne Launch Control Systems, Launch Facilities and associated infrastructure Qualified candidate will work a 9/80 work schedule which allows employees to work a nine-hour day Monday through Thursday to take every other Friday off The candidate that is selected will perform the full software development life-cycle activities including requirements analysis, design, implementation, unit testing, integration, verification, documentation, and configuration management using Agile methodology  Requirements:  Bachelor's Degree in a STEM field and 2-10 years of Software Engineering Experience Experience in software engineering with C/C++ in a Linux environment U.S. Citizenship Desired Competencies/Experience/Certifications:  Experience in software development on a real time operating system Experience with Agile Scrum or Kanban methodologies Experience using and/or setting up a DevSecOps pipeline Familiarity with common source control tools (git, Mercurial, etc.) and automated build system workflows (Jenkins, Go, etc.) Familiarity with virtual machine technology Active DoD Secret and able to obtain Top Secret Security Clearance Clearance Requirements: Must possess a DoD Secret Security Clearance"
